CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
8.20E+08,Existing Customer,26,1,0,3,3,26279,1,21,1585,1535,50,2299,49,0.968
7.22E+08,Existing Customer,54,1,1,4,2,146229,1,42,3251,1919,1332,1406,31,0.59
7.09E+08,Existing Customer,35,2,3,6,3,25228,1,23,2858,1251,1607,2844,73,0.438
7.10E+08,Existing Customer,52,1,1,7,2,84511,4,36,34516,1847,32669,3284,65,0.054
7.09E+08,Existing Customer,41,1,3,3,3,70696,1,28,16443,1363,15080,4252,64,0.083
8.26E+08,Existing Customer,36,2,0,6,1,25016,1,32,3687,1655,2032,2448,63,0.449
7.10E+08,Existing Customer,53,2,1,3,2,36691,1,36,4840,2517,2323,1637,22,0.52
7.11E+08,Existing Customer,42,1,3,7,3,145384,1,36,15108,0,15108,3738,68,0
7.89E+08,Existing Customer,54,1,1,1,2,76858,1,37,1909,1753,156,1457,24,0.918
7.17E+08,Existing Customer,53,1,3,5,3,97783,1,44,19063,1236,17827,3393,58,0.065
7.12E+08,Existing Customer,36,1,2,4,2,107596,1,26,15982,1691,14291,1687,40,0.106
7.12E+08,Existing Customer,42,1,3,3,3,60774,1,32,1438.3,0,1438.3,1794,45,0
7.20E+08,Existing Customer,27,2,2,1,1,21269,1,14,2549,2130,419,2605,61,0.836
7.19E+08,Existing Customer,58,1,4,3,2,62283,1,36,5967,2350,3617,1426,29,0.394
8.03E+08,Existing Customer,59,1,1,6,2,55661,1,53,2182,1558,624,1660,34,0.714
7.13E+08,Existing Customer,63,2,2,3,2,25567,1,52,2689,2101,588,1188,35,0.781
7.96E+08,Existing Customer,57,1,2,6,3,100709,1,51,30622,0,30622,3600,66,0
7.13E+08,Existing Customer,56,2,0,4,2,52229,1,48,4203,1965,2238,1425,32,0.468
8.15E+08,Existing Customer,42,2,3,7,3,36512,1,37,6453,0,6453,4822,74,0
7.99E+08,Existing Customer,29,2,1,4,3,32061,1,23,3318,927,2391,3011,83,0.279
8.18E+08,Existing Customer,44,1,2,7,4,74415,1,39,22075,1506,20569,2337,40,0.068
7.19E+08,Existing Customer,33,1,1,1,2,59819,1,14,6746,1750,4996,2962,54,0.259
7.20E+08,Existing Customer,35,1,2,3,2,116792,1,36,4408,1463,2945,2001,49,0.332
7.15E+08,Existing Customer,33,2,3,3,3,31068,1,36,4838,1338,3500,2641,67,0.277
7.94E+08,Existing Customer,46,1,4,3,3,100823,4,40,34516,0,34516,3568,57,0
7.21E+08,Existing Customer,27,1,0,7,2,45837,1,14,3823,2130,1693,2026,49,0.557
7.09E+08,Existing Customer,42,1,3,1,4,135112,1,36,21670,2183,19487,4121,81,0.101
7.89E+08,Existing Customer,53,1,2,3,2,76207,1,38,7928,1228,6700,1537,37,0.155
7.16E+08,Existing Customer,50,1,3,3,3,120620,1,42,33996,949,33047,3569,77,0.028
7.18E+08,Existing Customer,48,2,5,1,1,49896,1,40,4365,0,4365,3542,57,0
7.73E+08,Existing Customer,57,1,2,4,3,65450,1,47,2248,0,2248,4439,77,0
7.56E+08,Existing Customer,34,2,2,3,3,32111,1,27,1901,1176,725,2450,52,0.619
7.72E+08,Existing Customer,55,1,2,1,3,109974,4,45,34516,1433,33083,1966,31,0.042
8.26E+08,Existing Customer,58,1,2,3,2,126641,1,54,31680,1812,29868,1121,25,0.057
7.19E+08,Existing Customer,55,2,3,3,2,32789,1,35,1872,1167,705,2238,45,0.623
8.03E+08,Existing Customer,48,2,2,6,4,21919,1,42,2055,0,2055,3656,63,0
7.14E+08,Existing Customer,45,1,2,1,1,47385,1,37,10991,1328,9663,3692,60,0.121
7.13E+08,Existing Customer,59,1,0,6,2,21716,1,46,3939,2517,1422,1489,34,0.639
7.18E+08,Existing Customer,53,2,2,5,2,55715,1,40,2127,1995,132,1363,37,0.938
7.80E+08,Existing Customer,47,1,4,6,3,95640,1,32,34010,1340,32670,1739,39,0.039
7.15E+08,Existing Customer,43,2,3,7,2,53646,1,36,6971,1506,5465,3575,67,0.216
7.79E+08,Existing Customer,33,2,1,5,2,32777,1,15,1741,1328,413,2629,61,0.763
7.15E+08,Existing Customer,49,2,2,5,3,34060,1,36,24904,0,24904,5176,71,0
7.90E+08,Attrited Customer,54,2,1,3,3,36988,1,45,1438.3,0,1438.3,1603,39,0
7.11E+08,Existing Customer,65,1,0,4,2,24812,1,56,2621,1858,763,2148,47,0.709
7.90E+08,Existing Customer,49,2,5,3,2,58210,1,35,11115,1292,9823,3956,74,0.116
7.16E+08,Existing Customer,47,1,5,7,3,113179,1,39,13241,0,13241,3157,76,0
7.17E+08,Existing Customer,51,1,4,4,2,119335,1,42,14438,2517,11921,2090,47,0.174
8.16E+08,Existing Customer,36,1,3,4,3,83766,1,31,5228,1443,3785,2683,62,0.276
7.17E+08,Existing Customer,36,1,2,3,2,64818,1,36,5550,1518,4032,2540,62,0.274
7.08E+08,Existing Customer,46,1,1,3,4,45740,1,36,1438.3,890,548.3,2928,48,0.619
7.18E+08,Existing Customer,62,2,0,7,2,27088,1,55,2064,1282,782,1475,27,0.621
8.15E+08,Existing Customer,30,2,1,1,3,20458,1,24,3450,2517,933,2545,64,0.73
7.15E+08,Existing Customer,46,1,4,3,2,144129,4,36,34516,1380,33136,2163,56,0.04
7.10E+08,Existing Customer,41,1,4,6,1,85076,1,36,30030,2028,28002,1828,38,0.068
8.15E+08,Existing Customer,50,1,1,6,2,50036,1,45,2151,1163,988,2513,62,0.541
7.21E+08,Existing Customer,53,1,2,7,2,99240,1,44,7181,2517,4664,1636,39,0.351
7.19E+08,Existing Customer,55,1,2,6,2,139133,1,44,27745,1300,26445,1525,21,0.047
7.98E+08,Existing Customer,49,2,4,4,2,34573,1,43,4852,2016,2836,3561,73,0.415
7.08E+08,Existing Customer,56,1,1,3,2,66835,1,50,6735,2289,4446,1249,28,0.34
7.12E+08,Existing Customer,63,1,1,3,2,59359,1,53,6128,1895,4233,1700,42,0.309
7.21E+08,Existing Customer,41,1,4,4,4,104938,1,36,23124,1746,21378,1959,50,0.076
8.19E+08,Existing Customer,34,1,2,7,2,53944,1,29,3436,1650,1786,1972,37,0.48
7.10E+08,Existing Customer,35,1,0,7,2,126002,1,36,3176,1510,1666,2074,48,0.475
7.89E+08,Existing Customer,44,1,4,1,4,127613,1,34,8874,1590,7284,1849,56,0.179
8.24E+08,Existing Customer,38,2,3,3,2,28225,1,34,3402,1813,1589,1767,28,0.533
7.21E+08,Existing Customer,52,1,1,3,2,112780,1,43,2689,2077,612,1356,33,0.772
7.09E+08,Existing Customer,54,1,3,6,2,20605,1,36,1556,1278,278,1615,35,0.821
7.14E+08,Existing Customer,58,2,2,4,3,51795,1,36,7372,1210,6162,1707,56,0.164
7.18E+08,Existing Customer,26,1,0,1,4,24941,1,13,5713,789,4924,3323,61,0.138
8.07E+08,Existing Customer,27,2,1,5,3,34416,1,22,2965,1635,1330,2553,59,0.551
7.59E+08,Existing Customer,33,1,1,7,2,118154,1,26,9819,1200,8619,2198,40,0.122
7.79E+08,Existing Customer,32,1,0,6,3,64150,1,14,8186,0,8186,2411,67,0
7.09E+08,Existing Customer,58,2,1,1,2,20503,1,49,3846,1285,2561,1815,47,0.334
7.13E+08,Existing Customer,45,2,4,6,4,31510,4,30,13131,1965,11166,1795,37,0.15
7.12E+08,Existing Customer,48,2,3,4,3,25462,1,28,2944,753,2191,3457,61,0.256
7.12E+08,Existing Customer,38,1,2,5,3,79512,4,36,34516,1954,32562,1872,52,0.057
7.21E+08,Existing Customer,54,1,2,4,2,89215,1,38,5660,2006,3654,1569,39,0.354
7.10E+08,Existing Customer,40,2,1,3,4,21499,1,30,7554,1848,5706,4150,64,0.245
7.19E+08,Existing Customer,35,2,4,6,2,26124,1,26,2494,1316,1178,2946,57,0.528
7.15E+08,Existing Customer,31,1,1,1,2,113975,1,36,25215,1445,23770,2588,48,0.057
7.80E+08,Existing Customer,40,2,4,1,2,53857,1,24,2606,1818,788,1999,50,0.698
7.20E+08,Existing Customer,52,1,0,3,3,98246,1,43,8133,1942,6191,3310,76,0.239
7.11E+08,Existing Customer,57,2,1,4,2,34001,1,36,3101,1257,1844,1681,32,0.405
7.13E+08,Existing Customer,48,1,2,3,1,105522,1,29,24446,1854,22592,3897,75,0.076
7.90E+08,Existing Customer,49,1,3,4,2,87887,1,39,2361,1342,1019,4316,78,0.568
7.13E+08,Existing Customer,40,1,4,4,3,52604,1,32,2441,1656,785,3903,62,0.678
8.21E+08,Existing Customer,45,1,2,3,2,57268,1,41,8532,2165,6367,3242,63,0.254
8.21E+08,Existing Customer,41,1,3,7,2,82900,1,37,16954,1588,15366,3411,60,0.094
7.09E+08,Existing Customer,36,1,2,3,3,96624,1,17,2900,2029,871,2631,72,0.7
7.15E+08,Existing Customer,37,2,1,3,3,20643,1,36,6827,0,6827,2621,49,0
7.89E+08,Existing Customer,44,2,3,1,1,48040,1,34,4513,1950,2563,3164,62,0.432
8.18E+08,Existing Customer,52,1,2,1,2,144608,1,47,27347,719,26628,4040,77,0.026
7.14E+08,Existing Customer,42,2,3,4,2,33279,1,36,1676,1372,304,4381,77,0.819
7.72E+08,Existing Customer,62,2,1,3,2,29318,1,50,2802,1977,825,1757,33,0.706
8.28E+08,Attrited Customer,49,1,3,5,2,101387,1,45,23870,0,23870,1885,39,0
7.89E+08,Existing Customer,30,2,0,3,3,38389,1,17,4868,1090,3778,2907,69,0.224
8.07E+08,Existing Customer,50,1,3,6,3,64539,1,45,20437,1020,19417,4166,66,0.05
8.03E+08,Existing Customer,32,1,2,4,1,76873,1,26,2239,1338,901,2466,60,0.598
8.25E+08,Existing Customer,32,2,1,3,3,35873,1,28,2428,1027,1401,3007,84,0.423
8.07E+08,Existing Customer,49,1,3,5,3,68774,1,44,15027,0,15027,3533,59,0
8.10E+08,Existing Customer,37,1,2,2,3,135657,1,32,32056,1887,30169,2730,68,0.059
7.19E+08,Existing Customer,42,2,3,1,3,23736,4,31,34516,919,33597,3415,79,0.027
7.51E+08,Existing Customer,36,1,2,7,3,103863,1,29,5346,1539,3807,2283,51,0.288
7.16E+08,Attrited Customer,52,2,4,7,2,31820,1,36,2143,0,2143,1353,36,0
7.14E+08,Existing Customer,48,1,3,6,3,78018,2,40,34516,2317,32199,3927,68,0.067
7.74E+08,Existing Customer,29,1,1,7,3,69580,1,19,23507,1990,21517,2650,65,0.085
7.08E+08,Existing Customer,33,2,3,5,2,43263,1,28,1864,1081,783,2607,44,0.58
7.09E+08,Existing Customer,36,1,2,1,3,62750,1,24,23032,840,22192,2787,73,0.036
7.21E+08,Existing Customer,36,2,4,4,2,24770,1,36,4277,1578,2699,1855,49,0.369
7.87E+08,Existing Customer,56,2,2,4,2,54091,1,41,2771,1446,1325,1706,27,0.522
7.11E+08,Existing Customer,28,1,1,4,1,28103,1,36,2265,1935,330,2306,61,0.854
7.17E+08,Existing Customer,31,2,2,6,1,28282,1,19,2853,1961,892,2697,68,0.687
7.21E+08,Existing Customer,44,2,3,6,3,32571,1,33,3075,2517,558,3534,53,0.819
7.13E+08,Existing Customer,51,2,3,4,2,41768,1,31,15340,2331,13009,2965,51,0.152
7.13E+08,Existing Customer,55,1,3,3,3,55983,1,35,3065,0,3065,3524,69,0
8.00E+08,Existing Customer,34,2,2,2,3,27143,1,28,1438.3,0,1438.3,3044,91,0
8.22E+08,Existing Customer,61,2,0,3,3,40504,1,56,7118,813,6305,3964,66,0.114
7.09E+08,Existing Customer,37,1,2,6,3,72733,1,36,11419,2517,8902,3000,70,0.22
7.14E+08,Existing Customer,46,1,3,3,2,54817,1,37,2403,0,2403,3393,64,0
7.79E+08,Existing Customer,47,2,3,6,2,25874,1,32,2821,951,1870,1452,38,0.337
7.13E+08,Existing Customer,54,1,1,3,2,57784,1,43,2706,2517,189,1682,39,0.93
7.55E+08,Existing Customer,50,2,3,7,3,22409,1,43,2999,1958,1041,2073,48,0.653
7.19E+08,Existing Customer,36,2,4,4,3,35530,1,28,2226,1607,619,2660,62,0.722
7.21E+08,Existing Customer,37,1,5,3,2,74974,1,31,3351,1847,1504,1910,43,0.551
7.20E+08,Existing Customer,47,1,4,1,1,46745,1,36,5570,1858,3712,4129,72,0.334
7.71E+08,Existing Customer,54,1,3,7,2,109538,1,41,10448,1569,8879,1604,39,0.15
7.09E+08,Existing Customer,64,2,0,4,2,25377,1,56,2174,1397,777,1755,39,0.643
7.19E+08,Existing Customer,48,1,3,3,2,84697,1,38,31501,0,31501,3742,75,0
8.17E+08,Existing Customer,35,1,2,6,3,66972,1,30,21695,1257,20438,2266,74,0.058
7.10E+08,Existing Customer,49,1,2,7,2,111706,1,36,34516,2435,32081,1805,34,0.071
7.35E+08,Existing Customer,42,1,5,7,2,74704,1,35,13650,1253,12397,1703,53,0.092
7.14E+08,Existing Customer,49,1,0,6,3,91355,1,36,16156,2517,13639,4160,81,0.156
7.19E+08,Existing Customer,53,2,2,3,2,22082,1,46,2413,2015,398,1398,24,0.835
7.89E+08,Existing Customer,56,1,2,4,2,109201,1,45,5920,1589,4331,1408,28,0.268
7.18E+08,Existing Customer,41,1,3,1,3,64385,1,28,5841,2463,3378,3817,81,0.422
7.12E+08,Existing Customer,37,1,3,4,3,70928,1,36,8418,2051,6367,2879,63,0.244
7.89E+08,Existing Customer,30,1,0,4,2,22338,1,21,2490,1259,1231,2441,53,0.506
7.14E+08,Existing Customer,45,1,3,5,2,102066,1,35,20640,1603,19037,1792,53,0.078
7.18E+08,Existing Customer,54,1,1,4,2,79987,1,37,9453,2188,7265,1688,45,0.231
7.98E+08,Existing Customer,46,1,2,3,2,76390,1,40,7949,1514,6435,3355,58,0.19
7.09E+08,Existing Customer,36,2,4,1,3,37558,1,36,2758,2168,590,3073,86,0.786
7.78E+08,Existing Customer,48,1,2,2,3,140327,1,41,20148,1084,19064,3921,74,0.054
7.19E+08,Existing Customer,59,2,0,2,3,38581,1,36,1438.3,0,1438.3,1904,47,0
7.16E+08,Existing Customer,60,1,1,6,3,97173,1,51,26566,2517,24049,3103,65,0.095
7.20E+08,Existing Customer,44,1,5,3,3,73588,1,34,13477,2057,11420,3866,67,0.153
7.11E+08,Existing Customer,65,1,0,1,1,31056,1,42,9706,1968,7738,3435,58,0.203
8.21E+08,Existing Customer,46,2,3,3,3,59525,1,41,7457,0,7457,3162,64,0
7.11E+08,Existing Customer,48,1,4,3,2,116191,4,40,34516,807,33709,3937,80,0.023
7.97E+08,Existing Customer,53,1,3,4,2,125596,1,47,19081,2431,16650,1536,31,0.127
7.16E+08,Existing Customer,53,2,3,6,2,23648,1,36,2447,1558,889,1716,38,0.637
7.12E+08,Existing Customer,41,1,2,4,3,106547,1,36,28830,0,28830,3533,57,0
7.21E+08,Existing Customer,37,2,4,4,1,54624,1,22,2563,1638,925,2064,46,0.639
7.18E+08,Existing Customer,29,2,0,4,3,38766,1,13,5240,1608,3632,2712,64,0.307
8.05E+08,Existing Customer,49,2,2,2,2,28776,1,44,3397,1962,1435,3295,66,0.578
7.18E+08,Existing Customer,47,1,3,2,3,34125,1,35,1842,0,1842,4165,67,0
7.71E+08,Existing Customer,53,2,1,7,2,39009,1,40,2383,1938,445,1616,37,0.813
7.13E+08,Existing Customer,33,1,2,3,1,62362,1,21,20791,0,20791,2883,93,0
7.55E+08,Existing Customer,34,1,1,3,4,77361,1,27,19900,1581,18319,3948,96,0.079
7.15E+08,Existing Customer,28,2,0,3,3,25346,4,15,32024,1232,30792,2507,64,0.038
7.13E+08,Existing Customer,36,2,3,3,3,47531,1,28,3701,969,2732,3222,86,0.262
7.09E+08,Existing Customer,30,2,2,3,3,35461,1,18,4199,1903,2296,3016,67,0.453
7.14E+08,Existing Customer,34,1,3,4,3,53216,1,21,4353,1655,2698,2664,81,0.38
7.11E+08,Attrited Customer,38,2,4,1,2,44044,1,36,4913,2517,2396,899,28,0.512
7.13E+08,Existing Customer,39,2,4,5,2,29931,1,22,5454,1108,4346,2674,67,0.203
7.20E+08,Existing Customer,32,2,0,3,2,53377,1,26,2172,1381,791,2945,69,0.636
7.19E+08,Existing Customer,36,1,2,2,3,55299,1,26,2845,2517,328,2396,51,0.885
7.11E+08,Existing Customer,37,2,3,4,3,56642,1,28,18570,1524,17046,3999,96,0.082
7.18E+08,Existing Customer,45,1,4,6,2,62357,4,33,25907,745,25162,2058,56,0.029
8.22E+08,Existing Customer,38,2,3,6,3,26639,1,33,2206,2018,188,1739,35,0.915
7.16E+08,Existing Customer,31,1,0,3,3,48168,1,24,12050,1732,10318,2015,46,0.144
7.20E+08,Existing Customer,65,1,0,4,4,20265,1,36,2107,1008,1099,3913,67,0.478
7.12E+08,Existing Customer,63,2,0,3,2,35558,1,36,2107,1351,756,1320,35,0.641
7.71E+08,Existing Customer,65,1,1,3,2,21586,1,56,3539,2517,1022,1463,31,0.711
7.51E+08,Existing Customer,43,2,3,1,2,32315,1,36,27175,775,26400,3814,72,0.029
7.16E+08,Existing Customer,51,1,1,3,2,48211,4,36,17905,980,16925,4399,64,0.055
7.69E+08,Existing Customer,37,1,3,3,2,68392,1,31,4940,1199,3741,3246,57,0.243
7.11E+08,Existing Customer,55,2,1,3,2,40426,1,43,3161,1389,1772,1547,30,0.439
7.11E+08,Existing Customer,27,1,0,6,3,60807,1,36,2464,0,2464,2636,50,0
7.15E+08,Existing Customer,34,2,0,4,2,52329,1,36,3203,2229,974,2625,52,0.696
7.16E+08,Existing Customer,32,2,1,1,1,28422,1,36,1835,1017,818,2801,79,0.554
7.11E+08,Existing Customer,49,2,5,6,3,24345,1,39,1993,0,1993,4075,76,0
7.11E+08,Existing Customer,39,1,2,7,2,118522,1,27,34516,1629,32887,3448,53,0.047
8.07E+08,Existing Customer,27,1,0,5,3,35662,1,22,7130,873,6257,2498,37,0.122
7.08E+08,Existing Customer,30,1,1,6,1,36248,1,22,12539,910,11629,2643,72,0.073
7.90E+08,Existing Customer,39,1,4,4,2,90377,1,25,8208,0,8208,3135,39,0
7.89E+08,Existing Customer,42,1,2,2,2,102388,1,32,26222,1073,25149,1988,30,0.041
7.17E+08,Existing Customer,55,1,4,1,1,99161,1,36,34173,1194,32979,3731,69,0.035
7.21E+08,Existing Customer,57,2,2,3,2,49686,1,49,3377,1720,1657,1621,32,0.509
7.14E+08,Existing Customer,53,1,2,3,2,144487,1,43,5882,2335,3547,1380,30,0.397
7.18E+08,Existing Customer,51,1,0,3,2,93732,1,40,7158,0,7158,2113,60,0
7.99E+08,Existing Customer,47,1,3,3,2,22935,1,41,5833,1747,4086,3732,75,0.3
7.17E+08,Existing Customer,26,2,0,4,3,46665,1,36,4152,0,4152,2351,42,0
7.15E+08,Existing Customer,37,1,2,4,3,53541,1,24,11699,1758,9941,2007,46,0.15
7.90E+08,Existing Customer,45,2,2,6,3,52721,1,35,4505,1562,2943,3968,68,0.347
8.02E+08,Existing Customer,55,1,2,6,3,67262,1,48,7667,1193,6474,3915,76,0.156
7.90E+08,Existing Customer,37,1,4,3,3,124189,1,28,34516,0,34516,2574,62,0
7.15E+08,Existing Customer,36,2,3,3,3,36575,1,31,2937,2159,778,2511,51,0.735
7.18E+08,Existing Customer,36,2,1,4,3,29043,1,36,5257,1572,3685,2822,73,0.299
7.11E+08,Existing Customer,39,1,2,4,3,75452,1,28,10331,957,9374,3695,81,0.093
7.21E+08,Existing Customer,47,1,4,6,2,68908,1,36,17557,0,17557,2142,62,0
7.15E+08,Existing Customer,56,2,2,3,2,22093,1,48,4366,1590,2776,1596,37,0.364
7.14E+08,Existing Customer,56,2,4,6,3,54312,1,46,8037,2276,5761,3271,71,0.283
7.80E+08,Existing Customer,38,1,2,7,2,37388,1,25,8740,734,8006,2169,38,0.084
7.14E+08,Existing Customer,49,1,3,3,3,136221,1,36,8514,2013,6501,4098,74,0.236
7.13E+08,Existing Customer,36,2,4,6,3,31584,1,26,2002,1377,625,2411,60,0.688
7.80E+08,Existing Customer,51,2,0,4,2,35354,1,35,3132,1815,1317,3607,60,0.58
7.79E+08,Existing Customer,26,2,0,1,2,48916,1,13,2010,1070,940,3625,85,0.532
7.12E+08,Existing Customer,34,1,2,3,2,92543,1,23,7567,1776,5791,2361,45,0.235
7.09E+08,Attrited Customer,56,1,2,4,3,50254,1,40,2381,651,1730,1920,46,0.273
7.20E+08,Existing Customer,43,1,2,3,2,122505,4,31,34516,2398,32118,4976,88,0.069
7.08E+08,Existing Customer,47,2,3,6,3,31966,1,42,16411,1179,15232,3929,71,0.072
7.13E+08,Existing Customer,42,2,4,4,3,20200,1,19,1438.3,0,1438.3,3786,67,0
7.10E+08,Existing Customer,38,1,2,1,2,90548,1,30,3735,1421,2314,1837,47,0.38
7.79E+08,Existing Customer,55,1,2,5,3,76282,1,37,22127,1799,20328,3591,63,0.081
7.13E+08,Existing Customer,28,2,0,1,2,46102,1,36,5685,0,5685,2395,62,0
7.17E+08,Existing Customer,62,1,0,6,3,58281,1,50,7348,1466,5882,3066,61,0.2
7.15E+08,Attrited Customer,52,1,2,2,2,139555,1,34,11188,0,11188,2109,47,0
7.68E+08,Existing Customer,44,1,3,7,3,123488,1,37,3650,2512,1138,4599,75,0.688
7.15E+08,Existing Customer,29,2,0,5,3,31861,1,36,5076,1223,3853,2675,57,0.241
7.16E+08,Existing Customer,48,1,4,2,4,78631,4,38,32658,1482,31176,2023,37,0.045
7.55E+08,Existing Customer,43,1,3,6,2,107378,1,36,28634,926,27708,4549,68,0.032
7.10E+08,Existing Customer,49,2,2,5,3,29628,1,36,3414,1473,1941,1803,49,0.431
7.10E+08,Existing Customer,43,1,3,4,2,110079,1,23,12315,0,12315,2028,51,0
7.13E+08,Existing Customer,41,2,2,6,2,57745,1,36,2690,1912,778,3636,68,0.711
7.16E+08,Existing Customer,43,1,3,3,3,104045,1,31,12165,0,12165,4066,74,0
7.14E+08,Existing Customer,51,2,3,3,3,31848,1,46,1792,989,803,3102,63,0.552
7.90E+08,Existing Customer,37,1,1,2,3,92680,1,30,19300,1181,18119,2660,70,0.061
7.71E+08,Existing Customer,37,1,2,1,1,42658,1,24,8120,2098,6022,3161,54,0.258
7.08E+08,Existing Customer,49,1,5,4,2,98628,1,36,2292,0,2292,2584,60,0
7.72E+08,Existing Customer,36,1,3,6,2,115991,1,25,21434,1345,20089,2143,46,0.063
7.67E+08,Existing Customer,50,2,2,3,4,34826,1,43,3424,0,3424,4929,74,0
7.21E+08,Existing Customer,64,1,0,7,2,25487,1,51,2787,1201,1586,1662,39,0.431
7.94E+08,Existing Customer,36,2,3,1,3,31329,1,30,8696,1482,7214,2847,67,0.17
7.20E+08,Existing Customer,45,1,3,4,2,128746,1,35,32446,1974,30472,1717,39,0.061
7.18E+08,Existing Customer,41,1,2,3,2,117512,1,36,9133,2140,6993,4101,88,0.234
7.15E+08,Existing Customer,47,1,3,3,3,92387,1,37,5116,1468,3648,2361,49,0.287
7.19E+08,Existing Customer,39,1,2,5,2,115109,1,31,18974,2517,16457,2783,56,0.133
7.69E+08,Existing Customer,51,1,4,6,3,128674,1,45,12101,2517,9584,2086,44,0.208
8.20E+08,Existing Customer,55,2,1,4,3,45536,1,46,5379,962,4417,1778,40,0.179
7.19E+08,Existing Customer,57,1,3,3,3,128277,1,49,32676,2134,30542,3990,88,0.065
8.07E+08,Existing Customer,36,1,4,2,1,139850,1,31,34516,1491,33025,2243,60,0.043
7.11E+08,Existing Customer,35,1,2,7,2,139704,1,36,15202,1779,13423,3143,60,0.117
7.78E+08,Existing Customer,38,2,2,7,3,22286,1,23,2222,1205,1017,1823,49,0.542
7.09E+08,Existing Customer,39,2,2,3,3,57376,1,34,5858,0,5858,3355,77,0
7.12E+08,Existing Customer,65,2,0,3,2,47529,1,56,2692,1869,823,1594,36,0.694
7.99E+08,Existing Customer,51,2,2,6,2,26477,1,45,7165,2037,5128,3553,78,0.284
7.11E+08,Existing Customer,50,2,3,4,2,32789,1,38,1438.3,0,1438.3,4740,81,0
8.00E+08,Existing Customer,38,1,2,3,3,75863,4,32,26988,1587,25401,3732,70,0.059
7.72E+08,Existing Customer,36,2,1,7,3,28093,1,26,2517,0,2517,3569,62,0
7.87E+08,Attrited Customer,41,1,3,6,2,52367,1,28,11091,0,11091,1234,34,0
7.71E+08,Existing Customer,40,2,4,3,3,24132,4,27,10745,2084,8661,3502,87,0.194
7.15E+08,Existing Customer,40,2,2,2,2,44506,4,36,34516,1686,32830,3146,66,0.049
8.07E+08,Existing Customer,26,1,1,7,3,24262,1,20,2590,1748,842,2804,52,0.675
7.72E+08,Existing Customer,46,2,4,6,3,39318,1,35,2722,1473,1249,3129,69,0.541
7.10E+08,Existing Customer,49,2,1,3,2,32800,1,36,8228,0,8228,4277,80,0
8.05E+08,Existing Customer,38,1,2,7,1,91583,1,33,11777,1781,9996,2763,62,0.151
7.09E+08,Existing Customer,49,1,4,3,2,90623,1,39,34516,543,33973,3951,76,0.016
7.14E+08,Existing Customer,38,1,3,3,1,109475,1,24,14821,0,14821,2876,60,0
7.12E+08,Existing Customer,36,1,1,7,3,20276,1,23,1438.3,928,510.3,2186,59,0.645
7.71E+08,Existing Customer,34,2,2,7,3,27674,1,21,6131,1270,4861,2825,93,0.207
8.21E+08,Existing Customer,52,1,5,3,3,87895,1,47,2047,665,1382,3452,66,0.325
7.92E+08,Existing Customer,40,1,3,3,3,91412,1,34,22380,1220,21160,3756,73,0.055
8.10E+08,Existing Customer,36,1,3,6,2,87387,1,31,12893,1620,11273,2300,60,0.126
8.03E+08,Existing Customer,53,1,3,4,3,31903,1,47,3351,1474,1877,4294,66,0.44
7.16E+08,Existing Customer,40,2,2,7,2,32381,1,36,5093,2376,2717,2341,57,0.467
7.20E+08,Existing Customer,54,1,1,3,2,41303,1,44,1438.3,0,1438.3,1585,37,0
7.19E+08,Existing Customer,34,1,4,1,3,69797,1,20,2165,1952,213,2651,81,0.902
7.20E+08,Existing Customer,62,2,1,7,3,36394,1,54,1927,1319,608,4199,77,0.684
7.12E+08,Existing Customer,39,2,1,1,3,37636,1,36,22125,0,22125,1994,57,0
7.12E+08,Existing Customer,50,1,3,3,2,129515,1,42,34516,2099,32417,1756,35,0.061
7.09E+08,Existing Customer,36,1,1,6,1,143498,1,28,5260,1116,4144,2546,62,0.212
7.88E+08,Existing Customer,56,2,1,3,2,25991,1,48,1438.3,0,1438.3,1336,32,0
7.09E+08,Attrited Customer,44,2,4,3,3,56742,1,30,4333,0,4333,1558,40,0
7.13E+08,Existing Customer,45,1,4,1,2,39610,1,32,6637,0,6637,1801,48,0
8.02E+08,Existing Customer,36,1,2,3,3,139616,1,28,3174,2462,712,3140,74,0.776
7.17E+08,Existing Customer,44,2,2,6,2,28693,1,36,4396,1489,2907,3942,69,0.339
8.21E+08,Attrited Customer,52,1,2,3,3,97808,1,48,34516,0,34516,1661,40,0
7.21E+08,Existing Customer,50,2,3,3,2,38317,1,37,1438.3,0,1438.3,3637,80,0
7.80E+08,Existing Customer,53,2,2,3,3,28838,1,43,6853,1480,5373,2833,70,0.216
7.88E+08,Existing Customer,36,2,0,7,2,37397,1,24,2570,2230,340,1755,42,0.868
7.16E+08,Existing Customer,27,2,1,1,1,27386,1,15,2166,890,1276,3563,70,0.411
8.24E+08,Existing Customer,31,2,1,1,1,43513,1,27,3647,1480,2167,2271,60,0.406
7.13E+08,Existing Customer,36,1,3,7,3,68940,1,36,11684,1786,9898,2969,88,0.153
7.20E+08,Existing Customer,41,1,4,4,3,61799,1,28,4475,0,4475,3367,66,0
7.10E+08,Existing Customer,28,1,1,6,3,63081,1,18,16604,1716,14888,2580,61,0.103
